image_id,description,alt_description,likes,color_hex,width,height,upload_date,image_url,image_filename,local_path,tags,num_tags
kE0JmtbvXxM,,a room with many machines,184,#f3f3f3,4928,3264,2022-06-16T15:27:35Z,https://images.unsplash.com/photo-1655393001768-d946c97d6fd1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwxNnx8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_16.jpg,images/image_16.jpg,"technology, tech, artificial intelligence, science, futuristic, robotics, grey",7
kECRXz0m42A,"AI, Artificial Intelligence, keyboard, machine learning, natural language processing, chatbots, virtual assistants, automation, robotics, computer vision, deep learning, neural networks, language models, human-computer interaction, cognitive computing, data analytics, innovation, technology advancements, futuristic systems, intelligent systems, smart devices, IoT, cybernetics, algorithms, data science, predictive modeling, pattern recognition, computer science, software engineering, information technology, digital intelligence, autonomous systems, IA, Inteligencia Artificial,",a black keyboard with a blue button on it,65,#737373,3840,2400,2024-06-13T01:26:26Z,https://images.unsplash.com/photo-1718241905696-cb34c2c07bed?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwxN3x8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_17.jpg,images/image_17.jpg,"artificial intelligence, keyboard, machine learning, data science, information technology, computer science, iot, software engineering, algorithms, smart devices, inteligencia artificial, pattern recognition, cybernetics, digital intelligence",14
xMObPS6V_gY,Playing with some lights.,photo of steel wool against black background,595,#0c2626,3888,2592,2017-06-08T17:19:24Z,https://images.unsplash.com/photo-1496942299866-9e7ab403e614?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwxOHx8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_18.jpg,images/image_18.jpg,"texture, black, blue, pattern, light, circle, line, lines, shape, experimental, motion, light painting, abstract, grey, lithuania",15
2yClsTFXIcE,Abstract 3D rendering ,a group of colorful objects,130,#0c4073,4960,3507,2022-08-10T21:06:40Z,https://images.unsplash.com/photo-1660165458059-57cfb6cc87e5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwxOXx8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_19.jpg,images/image_19.jpg,"abstract, technology, computer, artificial intelligence, color, colorful, future, 3d render, futuristic, modern, algorithm, quads, blue",13
U3sOwViXhkY,,robot playing piano,890,#404040,5184,3888,2018-01-16T13:54:50Z,https://images.unsplash.com/photo-1516110833967-0b5716ca1387?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwyMHx8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_20.jpg,images/image_20.jpg,"blue, music, hands, robot, piano, keyboard, musician, play, keys, android, motor, machinery, wires, cables, playing, instrument, player, servo, technology, tech",20
sin5WZzF1U0,None,A square object with a purple light coming out of it,105,#737373,3840,2160,2024-12-19T08:49:49Z,https://images.unsplash.com/photo-1734597949889-f8e2ec87c8ea?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwyMXx8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_21.jpg,images/image_21.jpg,"digital image, render",2
WhAQMsdRKMI,Futuristic 3D Render,a person's head with a circuit board in front of it,105,#8cd9a6,5120,2880,2023-02-26T20:15:34Z,https://images.unsplash.com/photo-1677442135136-760c813028c0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwyMnx8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_22.jpg,images/image_22.jpg,"4k wallpaper, technology, computer, future, 4k background, sci fi, intelligence, science fiction, interconnected",9
Kj2SaNHG-hg,Vivid Sydney,white and black digital wallpaper,4959,#0c2626,5760,3840,2017-05-29T22:27:28Z,https://images.unsplash.com/photo-1496096265110-f83ad7f96608?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwyM3x8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_23.jpg,images/image_23.jpg,"texture, black, pattern, light, night, white, abstract background, machine learning, lights, line, fiber, rays, chromebook wallpaper, spike, wallpaper, background, abstract, technology, art, blue",20
YKW0JjP7rlU,,white and brown human robot illustration,1639,#a6a6a6,3482,4642,2018-01-17T12:36:47Z,https://images.unsplash.com/photo-1516192518150-0d8fee5425e3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwyNHx8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_24.jpg,images/image_24.jpg,"face, female, robot, creepy, cyber, machine, intelligence, mannequin, artificial, inside, creep, internal, femme, bionic, servo, technology, tech, grey, future, robotic",20
CjWsslYVnPI,"A face of a humanoid robot, side view on black background",A white robot is standing in front of a black background,54,#c0c0c0,4096,3080,2025-01-23T15:02:53Z,https://images.unsplash.com/photo-1737644467636-6b0053476bb2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwyNXx8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_25.jpg,images/image_25.jpg,"black, black background, face, artificial intelligence, future, robot, humanoid, side view",8
aQYgUYwnCsM,"Motherboard, Reverse Detail.",red and black abstract illustration,2108,#260c0c,3846,3022,2020-02-01T19:09:02Z,https://images.unsplash.com/photo-1580584126903-c17d41830450?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwyNnx8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_26.jpg,images/image_26.jpg,"technology, red, digital, background, abstract, texture, tech, website, data, usa, tyler",11
DEci5GH0r0k,"AI, Artificial Intelligence, keyboard, machine learning, natural language processing, chatbots, virtual assistants, automation, robotics, computer vision, deep learning, neural networks, language models, human-computer interaction, cognitive computing, data analytics, innovation, technology advancements, futuristic systems, intelligent systems, smart devices, IoT, cybernetics, algorithms, data science, predictive modeling, pattern recognition, computer science, software engineering, information technology, digital intelligence, autonomous systems, IA, Inteligencia Artificial,",a close up of a keyboard with a blue button,46,#8c8c8c,3840,2400,2024-06-13T01:26:26Z,https://images.unsplash.com/photo-1718241905462-56e7b9f722f3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwyN3x8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_27.jpg,images/image_27.jpg,"innovation, keyboard, data science, information technology, computer science, iot, data analytics, software engineering, algorithms, smart devices, inteligencia artificial, pattern recognition, cybernetics, digital intelligence, blue",15
ZPOoDQc8yMw,Futuristic 3D Render,a computer generated image of the letter a,181,#40408c,5120,2880,2023-02-26T20:15:34Z,https://images.unsplash.com/photo-1677442136019-21780ecad995?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwyOHx8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_28.jpg,images/image_28.jpg,"4k wallpaper, technology, computer, future, 4k background, sci fi, intelligence, science fiction, interconnected",9
LaKwLAmcnBc,An artist’s illustration of artificial intelligence (AI). This image represents how machine learning is inspired by neuroscience and the human brain. It was created as part of the Visualising AI project launched by Google DeepMind.,background pattern,656,#d9d9d9,7200,4050,2022-09-29T10:50:15Z,https://images.unsplash.com/photo-1664447972779-316251bd8bd7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwyOXx8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_29.jpg,images/image_29.jpg,,0
OAsF0QMRWlA,"The word ""AI"" written on whiteboard.",a sign with a question mark and a question mark drawn on it,48,#c0c0c0,4000,2256,2024-04-17T09:16:04Z,https://images.unsplash.com/photo-1713345248737-2698000f143d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDAxNjN8MHwxfHNlYXJjaHwzMHx8QXJ0aWZpY2lhbCUyMEludGVsbGlnZW5jZXxlbnwwfHx8fDE3NjUwMjU0MTF8MA&ixlib=rb-4.1.0&q=80&w=400,image_30.jpg,images/image_30.jpg,"black, white background, artificial intelligence, white, ai background, white board, grey",7
